pph age;pph altitude;ac altitude;different relief ac pph;pph distance;PPH SEXE;PPH NB HEURES PRATIQUE;AC EXPERIENCEmoins d'un an 1 : 1/2 : 1 Ã  2 ans2/4 : 2 Ã  4 ans4 : plus de 4 anscase grisÃ©e : sans objet;AC FREQUEE;AC BREVET VOL VOL LIBRE;AC NIVEAU PROGRESSION VOL LIBRE;AC ECOLE VOL LIBRE;AC 0 BI VOL LIBRE;AC TYPE VOL VOL LIBRE;AC SITE CONNAISSAE VOL LIBRE;AC TYPE AILE VOL LIBRE;AC SURFACE AILE;AC AILE HOMOLOGATION PARAPENTE;AC SELLETTE PROTECTION PARAPENTE;AC NOMBRE DE JOUR DEPUIS LE D2BUT DE l'ANNEE;AC HEURE;Saison;AC ETAT ASSURE
44;508;508;0;0;0;50;3;2;0;2;1;0;5;3;1;16;0;1;219;18;2;0
66;140;1229;1;154;0;30;4;2;2;3;1;0;5;2;1;25;3;2;223;14;2;1
43;394;0;0;428;0;15;4;2;3;3;1;0;4;2;1;31;-1;2;159;12;2;0
56;95;2052;1;574;0;20;4;4;3;2;1;0;4;4;1;23;2;3;224;16;2;1
26;445;1201;1;17;1;20;1;2;0;1;1;0;5;2;1;20;2;2;217;17;2;1
31;33;877;1;415;0;10;3;3;1;1;1;0;5;1;1;25;3;2;225;19;2;1
39;575;16;0;402;0;60;3;3;3;3;1;0;4;4;1;24;3;1;226;19;2;1
61;111;414;0;102;0;100;4;2;3;3;1;0;4;3;1;22;-1;3;231;19;2;0
45;348;905;1;10;0;12;3;3;2;1;1;0;4;3;1;24;3;2;237;19;2;1
57;3;538;0;34;0;28;4;2;3;3;1;0;6;3;1;27;3;2;246;13;3;2
74;131;64;0;33;0;80;4;3;3;3;1;0;4;3;1;27;-1;3;247;9;3;1
30;1210;1362;0;10;0;0;1;2;1;1;1;0;4;3;1;25;2;2;250;9;3;2
33;450;1757;1;62;0;10;3;3;0;1;1;0;4;3;1;26;2;2;254;13;3;2
58;326;326;0;0;0;40;4;2;3;3;1;0;4;3;1;26;3;2;244;13;3;0
48;20;1552;1;635;0;35;3;2;2;2;1;0;4;1;1;27;-1;2;271;11;3;1
37;60;121;0;54;1;25;4;3;2;3;1;0;2;1;1;25;0;3;288;16;3;1
52;51;844;1;464;0;30;4;4;0;3;1;0;5;3;1;16;2;1;289;17;3;1
33;436;1379;1;24;1;2;2;2;1;1;1;0;5;2;1;23;2;3;323;11;3;2
29;145;186;0;383;1;10;2;4;1;1;1;0;4;1;1;19;3;2;230;12;2;0
44;450;1092;1;13;0;14;2;2;1;2;1;0;4;3;1;25;2;2;82;12;1;1
30;4;86;0;7;0;80;4;3;3;3;1;0;4;3;1;24;5;2;84;17;1;2
41;32;193;0;18;0;35;4;3;3;3;1;0;4;3;1;25;-1;2;131;10;1;2
74;25;1162;1;133;0;0;4;3;3;3;1;0;4;3;1;25;3;2;159;17;2;2
49;296;262;0;58;1;0;4;2;3;3;1;0;4;3;1;24;3;4;251;16;3;1
45;798;1060;1;24;0;30;4;2;3;3;1;0;6;3;1;21;3;2;318;14;3;2
66;489;1229;1;28;0;50;4;3;3;3;1;0;5;3;1;25;-1;3;318;15;3;2
48;89;89;0;0;0;10;3;3;1;2;1;0;4;4;1;25;3;2;356;3;3;2
47;213;497;0;121;0;30;4;4;2;2;1;0;4;1;1;27;3;2;78;16;1;1
29;442;1931;1;32;0;200;3;3;2;3;1;0;4;3;1;26;-1;3;82;14;1;0
48;436;1022;1;17;0;350;4;3;3;3;1;0;8;3;1;30;0;3;150;16;1;0
66;233;1931;1;88;0;30;4;4;1;3;1;0;4;1;1;24;-1;2;179;13;2;3
45;1403;1958;0;8902;0;200;4;3;3;3;1;1;4;3;2;41;3;2;199;16;2;0
46;66;115;0;32;1;40;4;3;2;3;1;0;2;4;1;23;3;2;214;16;2;1
27;356;1366;1;50;0;50;2;3;0;1;1;0;8;4;1;26;2;3;219;14;2;1
36;24;399;0;466;0;50;4;2;3;3;1;0;6;4;1;28;-1;3;236;11;2;2
67;234;234;0;0;0;20;4;4;3;1;1;0;4;3;1;25;5;2;186;19;2;2
62;15;47;0;8;0;60;4;3;3;3;1;0;4;3;1;22;0;1;231;18;2;2
43;1362;2;1;9031;1;0;4;3;3;3;1;0;4;4;1;22;-1;2;321;15;3;2
51;334;334;0;0;0;40;4;2;3;2;1;0;4;4;1;27;3;3;18;15;0;0
65;47;172;0;2124;0;10;4;4;3;3;1;0;4;4;1;25;3;3;69;11;1;2
40;239;701;0;89;0;4;4;3;3;3;1;0;4;3;1;25;3;2;132;16;1;2
61;1123;1123;0;0;0;100;4;2;3;3;1;0;4;3;1;19;-1;1;145;18;1;1
30;607;433;0;266;0;30;3;2;2;2;1;0;4;3;1;21;3;1;181;20;2;1
58;10;114;0;33;0;40;4;3;2;2;1;0;4;3;1;25;-1;3;187;11;2;3
56;142;1143;1;421;0;30;4;4;3;3;1;0;6;1;1;23;5;3;189;15;2;2
38;432;1040;1;35;0;70;4;2;3;3;1;0;6;3;1;26;3;3;200;14;2;1
67;111;167;0;13;0;100;4;3;2;3;1;0;4;4;1;24;3;2;210;17;2;2
58;149;1457;1;763;0;30;4;4;3;3;1;0;4;0;1;25;0;2;223;15;2;2
46;115;103;0;45;0;5;4;4;3;3;1;0;2;3;1;27;-1;3;227;12;2;1
40;289;1888;1;438;0;30;4;2;3;3;1;0;4;2;1;23;-1;3;226;18;2;2
26;618;618;0;0;0;10;2;2;2;2;1;0;4;4;1;24;2;2;213;17;2;0
22;194;784;0;16;0;15;2;2;0;2;1;0;4;4;1;27;3;2;262;13;3;2
54;87;61;0;4;0;30;4;3;3;3;1;0;4;3;1;25;3;3;283;11;3;1
27;436;0;0;5098;0;750;4;3;3;3;1;0;9;3;1;14;0;3;287;12;3;2
32;371;1368;1;507;0;100;4;3;0;3;1;0;5;1;1;18;3;2;292;16;3;1
26;913;913;0;0;0;150;4;3;3;3;1;0;9;3;1;18;5;3;300;8;3;2
37;618;1519;1;39;0;30;4;2;3;3;1;0;5;4;1;22;5;3;297;12;3;1
42;1362;1362;0;0;0;100;3;3;2;2;1;0;9;3;1;20;0;3;44;13;0;2
48;233;47;0;279;0;200;4;3;3;3;1;0;4;4;1;17;0;3;137;18;1;2
55;450;913;1;24;0;370;4;3;3;3;1;1;4;3;2;42;3;3;161;17;2;1
40;965;450;1;8954;0;300;4;3;3;3;1;0;4;3;1;21;5;3;173;15;2;2
31;131;1757;1;547;0;0;1;3;0;1;1;0;4;4;1;25;2;2;197;12;2;2
38;88;1246;1;393;0;40;2;4;1;1;1;0;4;1;1;23;2;3;214;11;2;1
41;52;905;1;334;0;10;4;4;3;3;1;0;4;3;1;24;3;2;213;21;2;2
54;150;1092;1;452;0;26;4;4;2;2;1;0;6;4;1;25;3;3;221;16;2;2
37;244;0;0;5234;0;110;3;3;3;3;1;0;4;4;1;24;-1;3;238;12;2;1
45;1423;159;1;9507;0;300;4;3;3;3;1;2;4;4;2;38;1;2;111;16;1;1
63;52;913;1;451;0;20;4;4;3;3;1;2;4;4;2;42;1;2;125;11;1;0
58;1027;913;0;25;0;100;4;3;3;3;1;1;4;4;2;42;1;2;191;15;2;0
45;1362;1893;0;18;0;200;4;3;3;3;1;1;4;4;2;41;1;2;219;10;2;1
57;784;1552;1;37;0;110;4;2;3;3;1;2;4;3;2;42;3;2;192;18;2;0
35;1757;1757;0;0;0;200;4;3;3;3;1;1;4;3;2;41;3;2;231;9;2;0
50;1021;1162;0;17;0;250;4;4;3;3;1;1;4;4;2;38;1;2;220;16;2;0
47;1162;1162;0;0;0;200;4;4;3;3;1;1;5;3;2;42;1;2;205;12;2;0
55;438;362;0;28;0;200;4;2;3;3;1;2;4;3;2;42;3;3;246;18;3;2
33;8;7;0;6;0;1;3;2;1;2;1;0;4;4;1;23;2;2;87;16;1;0
71;211;172;0;2255;0;50;4;2;3;3;1;0;4;4;1;27;3;3;88;15;1;0
60;142;0;0;5071;0;50;3;3;3;2;1;0;4;4;1;28;0;2;88;15;1;0
52;450;913;1;24;0;8;4;4;2;1;1;0;4;3;1;25;0;2;90;14;1;1
34;436;1278;1;12;0;50;3;3;0;1;1;0;4;3;1;24;2;3;103;16;1;0
24;206;83;0;194;0;60;4;3;3;3;1;0;4;1;1;23;-1;3;122;14;1;1
58;97;183;0;110;0;10;3;4;0;1;1;0;2;1;1;25;0;2;125;13;1;2
55;258;1092;1;353;0;16;3;2;2;2;1;0;5;2;1;27;3;3;126;15;1;2
49;454;296;0;32;0;0;2;4;1;1;1;0;4;4;1;26;2;2;152;12;2;2
44;3;470;0;29;1;0;4;2;3;3;1;0;8;4;1;21;3;2;174;16;2;2
39;425;568;0;18;0;40;3;2;3;3;1;0;4;3;1;26;3;3;188;20;2;0
63;988;1757;0;10;0;500;4;3;3;3;1;1;4;3;2;42;-1;3;193;11;2;0
28;199;1026;1;151;0;20;2;3;0;2;1;0;4;1;1;27;3;3;194;18;2;0
52;39;1515;1;500;0;17;2;3;1;2;1;0;5;3;1;28;2;3;188;12;2;2
33;1092;927;0;49;0;150;4;3;3;3;1;0;6;4;1;23;-1;3;152;13;2;0
43;1079;450;1;124;0;100;4;3;3;3;1;0;8;1;1;25;-1;3;152;14;2;0
62;1216;1216;0;0;0;80;4;3;3;3;1;0;4;3;1;26;-1;2;211;14;2;2
56;346;152;0;25;0;50;3;3;2;3;1;0;4;4;1;23;3;2;213;19;2;2
49;165;306;0;26;0;20;4;2;3;3;1;2;4;4;2;39;3;2;216;10;2;2
55;271;271;0;0;0;30;4;2;2;2;1;0;6;3;1;25;3;3;261;18;3;1
51;40;905;1;434;0;250;4;3;3;3;1;0;5;1;1;24;5;3;267;14;3;1
48;1246;1608;0;16;0;30;4;3;3;3;1;0;4;3;1;26;-1;3;269;17;3;1
63;285;237;0;64;0;40;4;3;3;3;1;0;4;3;1;28;3;2;285;14;3;2
39;1545;1545;0;0;0;200;4;2;0;2;1;0;5;0;1;14;0;1;278;9;3;2
46;965;965;0;0;0;80;4;3;3;3;1;0;6;3;1;24;5;3;300;12;3;2
35;145;0;0;4850;1;40;4;2;2;3;1;0;4;1;1;23;3;2;342;13;3;2
43;364;165;0;167;0;50;3;3;3;3;1;0;4;3;1;26;2;2;12;10;0;1
72;784;784;0;0;0;100;4;3;3;3;1;0;4;3;1;28;-1;3;10;11;0;2
65;784;784;0;0;0;60;4;3;3;3;1;0;4;3;1;28;-1;3;10;11;0;2
26;401;404;0;23;0;15;1;2;1;2;1;0;4;3;2;38;3;2;81;16;1;1
56;177;77;0;18;0;9;2;3;0;1;1;0;4;4;1;29;2;4;89;17;1;2
55;310;235;0;8;0;40;4;4;3;3;1;0;4;4;1;25;-1;3;89;14;1;2
57;92;289;0;115;0;45;4;3;2;2;1;0;4;3;1;25;3;2;78;13;1;1
40;517;922;1;24;0;50;4;2;2;3;1;0;6;3;1;25;3;2;123;12;1;3
44;1757;1757;0;0;0;30;4;2;3;3;1;1;5;3;2;42;3;3;51;10;0;2
21;379;937;1;22;0;12;3;4;2;1;1;0;1;3;1;22;2;2;135;12;1;1
59;38;128;0;11;0;40;3;3;1;2;1;0;4;3;1;25;3;3;142;18;1;2
64;233;561;0;36;0;100;4;3;3;3;1;0;6;3;1;26;-1;3;145;12;1;1
33;211;133;0;13;1;30;2;2;0;1;1;0;4;3;1;26;2;2;153;13;2;0
65;163;219;0;14;0;15;4;3;2;2;1;0;4;3;1;25;0;2;135;18;1;2
69;251;1362;1;271;0;20;4;2;2;3;1;0;4;1;1;26;3;2;173;17;2;2
71;612;771;0;37;0;70;4;3;3;3;1;0;4;3;1;24;-1;3;181;16;2;1
28;445;1036;1;39;1;40;4;3;2;3;1;0;5;3;1;28;-1;3;178;16;2;2
39;161;1519;1;417;0;0;4;4;1;2;1;0;4;4;1;26;3;2;182;11;2;2
51;572;388;0;21;0;25;4;4;2;2;1;0;1;3;1;23;-1;3;201;15;2;2
34;913;1092;0;11;0;200;4;3;3;3;1;1;4;3;2;41;3;2;207;12;2;0
45;356;39;0;682;0;50;4;2;3;3;1;0;4;4;1;25;-1;3;208;18;2;1
59;163;348;0;33;0;20;4;2;3;3;1;0;4;3;1;23;5;3;201;17;2;2
30;436;436;0;0;0;15;1;2;0;1;1;0;4;2;1;24;3;3;219;20;2;0
36;73;154;0;30;0;40;4;3;3;3;1;0;2;4;1;25;0;2;214;16;2;0
32;251;911;1;44;0;90;3;2;2;2;1;0;6;4;1;23;3;2;236;13;2;0
59;11;153;0;35;0;100;3;2;2;2;1;0;4;4;1;27;3;2;11;16;0;0
37;3;162;0;7227;0;10;4;2;1;2;1;0;5;1;1;25;3;2;57;15;0;2
30;70;450;0;257;0;45;3;2;1;2;1;0;5;3;1;24;-1;2;258;18;3;0
66;494;1092;1;18;0;100;4;4;3;2;1;0;6;3;1;26;-1;3;141;14;1;2
54;156;362;0;11;0;40;3;3;2;2;1;0;4;3;1;25;2;2;143;13;1;1
49;475;936;1;13;0;50;4;2;1;1;1;0;4;4;1;20;0;1;166;15;2;1
42;1027;414;1;178;0;2;4;4;0;2;1;0;4;4;1;27;3;2;171;15;2;2
34;133;1776;1;621;0;200;3;3;3;3;1;0;6;2;1;24;-1;2;190;14;2;2
58;561;650;0;27;0;30;4;3;3;3;1;2;4;3;2;38;3;2;194;18;2;0
24;195;1251;1;190;0;0;2;3;0;3;1;0;9;3;1;22;0;3;199;18;2;1
45;272;1211;1;59;0;150;4;4;3;3;1;1;4;3;2;38;3;2;211;12;2;0
67;4;17;0;74;0;50;4;2;1;2;1;0;4;3;1;22;3;2;218;16;2;2
25;1545;1366;0;548;0;20;1;3;1;1;1;0;4;4;1;25;3;3;222;11;2;1
37;438;1251;1;371;0;200;3;2;3;3;1;0;4;4;1;22;-1;3;225;16;2;1
39;128;128;0;0;0;15;3;2;1;1;1;0;2;3;1;22;2;3;238;11;2;1
34;1092;1092;0;0;0;200;4;4;3;3;1;0;5;4;1;20;-1;3;292;15;3;1
26;1379;1379;0;0;1;5;2;3;1;1;1;0;5;1;1;21;2;2;58;12;0;2
38;957;957;0;20;1;40;2;4;0;0;1;0;4;3;1;24;2;2;86;10;1;1
65;128;482;0;54;0;81;4;3;3;3;1;0;4;4;1;25;0;2;93;15;1;2
34;19;47;0;17;0;300;4;3;3;3;1;0;9;3;1;20;5;3;120;14;1;2
63;161;119;0;45;0;50;4;4;2;2;1;0;2;1;1;28;2;2;162;13;2;1
73;192;1017;1;112;0;35;4;3;2;2;1;0;5;4;1;23;3;2;176;12;2;1
29;1279;1009;0;386;1;200;4;3;3;3;1;0;8;4;1;21;1;4;173;18;2;0
53;135;1757;1;487;0;30;4;4;3;3;1;0;4;3;1;25;3;3;222;11;2;0
32;62;33;0;23;0;30;2;3;1;2;1;0;4;3;1;25;-1;3;218;19;2;2
23;1608;1608;0;0;0;0;1;2;0;0;1;0;4;0;1;14;0;2;245;16;3;3
78;162;2337;1;525;0;15;4;4;2;2;1;0;5;4;1;25;3;3;252;13;3;1
58;424;293;0;725;0;12;4;2;2;2;1;0;4;4;1;23;3;3;254;14;3;1
41;575;1020;1;43;0;15;4;2;0;2;1;0;5;1;1;23;2;1;250;9;3;2
47;1373;1373;0;0;0;200;4;3;3;3;1;1;7;3;2;42;3;3;53;13;0;1
69;171;153;0;29;0;50;4;4;3;3;1;2;2;3;2;41;1;2;124;15;1;2
53;1373;1710;0;16;0;220;4;3;3;3;1;1;4;3;2;38;1;2;192;11;2;0
39;1776;1801;0;8;0;400;4;3;3;3;1;1;7;3;2;41;3;3;38;13;0;0
62;522;905;1;4;0;90;4;3;3;3;1;1;4;3;2;42;3;2;188;14;2;0
64;252;431;0;16;0;30;4;3;3;3;1;2;4;3;2;41;1;3;142;16;1;0
64;404;107;0;511;0;30;4;2;2;2;1;0;4;2;1;26;2;3;13;16;0;0
41;1737;1330;0;13;0;130;4;2;3;3;1;0;4;3;1;21;5;3;27;13;0;2
33;373;272;0;79;0;52;2;2;1;1;1;0;4;3;1;30;2;2;100;16;1;1
46;67;30;0;26;1;0;3;4;1;1;1;0;6;3;1;26;2;3;127;15;1;2
59;524;518;0;20;0;60;4;3;3;3;1;0;6;3;1;23;5;3;138;15;1;1
48;84;784;0;17;0;250;4;2;3;3;1;0;5;3;1;28;5;3;139;11;1;2
46;1246;1158;0;10;1;0;4;4;3;3;1;0;6;4;1;23;3;2;188;13;2;2
29;1719;576;1;8572;0;250;4;3;3;3;1;0;6;4;1;21;5;3;193;16;2;1
53;913;927;0;54;0;200;4;3;3;0;1;0;4;3;1;28;5;3;199;14;2;1
63;97;927;1;446;0;80;4;4;2;3;1;0;4;3;1;24;-1;3;211;13;2;2
48;289;642;0;25;0;20;1;2;0;1;1;0;4;3;1;28;2;2;216;18;2;2
32;798;293;0;121;1;0;2;4;0;1;1;0;4;1;1;23;2;3;213;19;2;2
36;210;1246;1;147;0;15;1;2;1;1;1;0;4;4;1;28;2;2;223;18;2;1
38;1628;1009;0;16;0;40;1;2;0;1;1;0;4;4;1;26;2;3;215;10;2;2
42;250;650;0;76;1;20;3;2;1;2;1;0;4;3;1;21;3;3;277;16;3;2
36;913;261;1;2264;0;200;4;3;3;3;1;0;4;3;1;23;5;2;315;17;3;2
44;1124;35;1;10562;0;200;4;3;3;3;1;0;6;4;1;24;-1;3;337;12;3;1
33;436;1022;1;17;0;147;4;3;3;3;1;0;5;3;1;22;0;3;338;14;3;2
58;220;1851;1;43;0;40;3;2;2;3;1;0;7;4;1;22;5;2;360;15;3;2
31;1531;1906;0;37;0;250;4;3;3;3;1;1;7;3;2;42;3;1;56;14;0;0
57;356;272;0;80;0;20;3;2;0;2;1;0;4;4;1;29;3;2;108;17;1;0
64;66;171;0;203;0;28;4;4;1;2;1;0;4;3;1;25;-1;3;119;18;1;2
54;145;432;0;76;0;85;2;2;0;1;1;0;4;3;1;25;2;2;120;13;1;1
39;145;1061;1;111;0;20;3;3;2;2;1;0;5;3;1;26;3;2;158;14;2;0
39;275;53;0;592;0;25;3;2;2;2;1;0;4;1;1;25;3;2;170;16;2;2
31;352;905;1;9;0;50;3;2;0;2;1;0;4;3;1;25;3;2;120;9;1;1
61;624;624;0;0;0;30;4;3;0;1;1;0;4;2;1;23;3;2;179;17;2;2
38;171;1123;1;654;0;200;4;3;3;3;1;0;4;3;1;21;5;3;151;7;2;2
60;171;0;0;5438;0;250;2;3;2;2;1;0;4;4;1;27;3;3;193;15;2;0
49;1216;798;1;18;0;120;4;3;3;3;1;1;4;3;2;42;1;2;200;12;2;1
28;1757;1251;0;603;0;600;3;3;3;3;1;0;9;3;1;16;0;3;201;20;2;2
69;175;1948;1;180;0;60;4;2;3;3;1;0;4;1;1;17;0;1;209;15;2;2
59;250;1737;1;194;0;10;3;4;2;2;1;0;4;1;1;23;2;2;212;18;2;0
69;17;1216;1;182;0;80;4;2;3;3;1;0;6;4;1;26;3;3;212;19;2;1
30;39;1362;1;464;0;100;3;2;1;2;1;0;4;3;1;25;3;3;212;13;2;0
45;1710;1710;0;0;0;70;4;2;3;3;1;0;4;3;1;28;3;3;220;14;2;3
45;216;894;1;864;1;20;4;3;3;3;1;0;7;4;1;21;3;3;290;12;3;1
37;1572;1572;0;0;0;50;4;3;3;3;1;0;4;3;1;22;0;3;315;15;3;1
67;528;0;0;5096;0;392;4;3;3;3;1;0;5;4;1;24;5;3;317;14;3;1
24;177;1143;1;281;0;150;3;3;3;3;1;0;6;3;1;23;-1;2;52;14;0;2
55;767;913;1;73;0;30;4;4;2;3;1;0;4;3;1;25;3;3;53;14;0;0
61;4;15;0;129;0;10;4;4;2;2;1;0;6;1;1;26;2;2;141;15;1;0
47;32;438;0;30;0;9;4;2;3;3;1;0;4;3;1;20;0;3;151;17;1;1
47;32;58;0;145;0;50;4;3;3;3;1;0;4;2;1;18;0;2;170;17;2;0
38;63;1229;1;515;0;35;3;4;2;3;1;0;4;2;1;28;3;2;193;15;2;1
53;185;702;0;24;0;51;4;2;2;2;1;0;4;3;1;27;3;2;193;7;2;1
58;141;147;0;7;0;60;4;3;3;3;1;0;4;3;1;22;5;3;184;15;2;2
48;54;913;1;460;0;30;4;4;3;3;1;0;5;4;1;25;3;3;199;14;2;2
53;689;1158;1;23;1;40;4;2;2;2;1;0;4;3;1;22;2;3;206;16;2;2
29;352;905;1;9;0;200;4;3;3;3;1;1;4;3;2;42;3;1;211;18;2;0
44;322;650;0;52;0;10;1;3;1;1;1;0;4;3;1;28;2;2;221;19;2;1
17;251;784;0;7;0;80;3;2;3;3;1;0;4;3;1;23;-1;3;220;18;2;2
32;618;295;0;9;0;200;3;3;3;3;1;0;6;3;1;21;5;3;227;18;2;1
31;1278;763;1;124;0;130;4;3;3;3;1;1;4;3;2;42;1;2;230;20;2;1
35;38;1931;1;332;1;187;3;3;3;3;1;0;2;1;1;22;5;3;231;17;2;2
66;102;1143;1;430;0;50;2;3;0;2;1;0;4;4;1;28;2;3;235;14;2;2
29;401;182;0;486;0;25;4;3;0;2;1;0;4;4;1;31;2;3;241;17;2;0
38;1373;1710;0;16;1;18;4;4;2;2;1;0;4;3;1;24;2;2;247;10;3;2
54;215;576;0;12;0;15;4;3;1;2;1;0;4;4;1;28;3;3;252;16;3;1
32;1172;459;1;35;0;30;3;2;2;2;1;0;4;3;1;27;3;2;248;15;3;2
29;1801;1757;0;187;0;30;2;3;0;2;1;0;4;3;1;19;3;1;263;11;3;0
35;52;1016;1;384;0;20;3;4;1;1;1;0;5;1;1;31;3;2;231;14;2;1
41;1719;1987;0;7;0;50;3;3;1;2;1;0;5;1;1;20;2;2;334;15;3;1
38;91;57;0;7;0;20;1;2;1;1;1;0;4;4;1;25;2;2;354;16;3;2
33;101;503;0;271;0;10;3;4;1;2;1;0;4;4;1;21;3;2;262;13;3;1
25;386;1948;1;265;1;20;1;2;1;1;1;0;4;1;1;25;2;2;51;12;0;2
30;1148;1143;0;7;0;200;4;3;3;3;1;0;4;3;1;21;-1;3;56;16;0;1
23;1785;1572;0;14;0;350;4;3;3;3;1;1;4;3;2;42;1;2;59;14;1;1
48;154;1124;1;19;0;120;3;3;1;2;1;0;4;4;1;25;3;2;62;13;1;1
40;98;295;0;426;0;20;4;2;3;3;1;0;5;1;1;18;3;1;61;10;1;1
52;3;120;0;20;0;50;3;3;2;3;1;0;4;3;1;25;3;3;86;14;1;3
33;922;965;0;14;0;400;4;3;3;3;1;0;4;3;1;21;0;3;94;8;1;1
38;1628;1379;0;65;0;40;3;3;0;2;1;0;4;3;1;24;3;4;108;12;1;1
51;311;740;0;1342;1;90;4;3;3;3;1;0;6;4;1;25;3;2;141;16;1;3
54;788;819;1;48;0;80;4;3;0;0;1;0;6;4;1;22;-1;2;144;14;1;2
24;905;905;0;0;0;100;3;3;3;3;1;0;4;3;1;22;3;3;181;16;2;0
46;196;927;1;470;0;20;3;3;2;2;1;0;4;3;1;28;3;3;184;10;2;1
27;250;33;0;554;0;10;3;3;0;2;1;0;4;1;1;18;3;2;221;21;2;1
58;326;362;0;7;0;20;3;3;0;1;1;0;4;4;1;24;2;2;223;18;2;1
34;237;288;0;30;0;25;3;2;2;2;1;0;1;3;1;24;3;3;225;13;2;2
30;1279;460;1;67;0;100;4;3;3;3;1;0;6;1;1;23;-1;3;235;15;2;1
26;573;913;1;152;1;0;1;4;0;1;1;0;4;4;1;21;2;2;244;15;3;0
20;383;471;0;6;0;10;1;2;1;1;1;0;4;4;1;26;2;2;244;16;3;0
37;480;922;1;10;0;600;4;3;3;3;1;0;1;3;1;27;0;3;260;11;3;1
49;45;233;0;1005;0;20;4;2;2;2;1;0;4;1;1;26;3;2;287;16;3;1
45;677;810;1;12;0;2;1;2;0;1;1;0;4;4;1;25;2;2;291;16;3;1
50;237;201;0;613;0;120;4;2;3;3;1;0;8;4;1;22;0;3;168;15;2;0
38;82;784;0;14;0;15;1;3;0;1;1;0;4;3;1;27;2;2;322;15;3;1
52;181;185;0;23;0;70;4;3;3;3;1;0;4;3;1;29;5;3;364;16;3;0
69;1563;1563;0;0;0;45;4;3;2;2;1;0;4;3;1;28;3;2;37;13;0;1
25;1710;1710;0;0;0;200;4;3;3;3;1;0;7;3;1;21;5;3;79;15;1;2
45;1719;1719;0;0;0;700;4;3;3;2;1;1;7;3;2;42;1;2;73;11;1;0
56;243;322;0;1680;0;75;4;3;0;3;1;0;4;4;1;27;3;3;112;17;1;3
38;299;464;0;87;0;15;4;2;3;3;1;0;4;3;1;27;3;3;97;14;1;1
52;1757;1757;0;0;0;200;4;3;3;3;1;1;4;3;2;41;3;2;111;12;1;0
72;389;455;0;70;0;150;4;3;3;3;1;1;4;3;2;40;3;3;113;16;1;0
62;550;1278;1;14;0;7;3;3;1;2;1;0;4;4;1;26;0;2;113;19;1;2
52;86;682;0;311;0;45;2;3;2;2;1;0;4;1;1;27;3;2;137;16;1;2
49;334;334;0;0;1;0;3;3;2;1;1;0;4;3;1;22;3;2;136;18;1;0
64;965;965;0;0;0;300;4;3;3;3;1;2;4;3;2;41;0;2;153;10;2;0
83;1210;1362;0;10;0;38;4;3;2;3;1;0;5;3;1;25;3;2;137;10;1;2
51;133;99;0;32;0;252;4;3;3;3;1;1;2;3;2;41;3;2;152;14;2;0
71;241;626;0;108;0;45;4;4;3;3;1;2;5;4;2;42;2;2;152;14;2;1
39;316;316;0;0;0;138;4;3;3;3;1;2;4;3;2;39;1;2;171;13;2;0
54;362;1479;1;146;0;35;4;2;2;2;1;0;5;4;1;20;2;1;173;18;2;1
32;767;1519;1;117;0;50;3;2;3;3;1;0;4;3;1;25;0;2;174;17;2;2
40;913;1379;0;54;0;200;4;3;3;3;1;0;6;0;1;25;3;2;171;12;2;0
42;193;1279;1;257;0;250;2;3;3;3;1;0;8;1;1;25;-1;2;177;14;2;2
48;447;1545;1;14;0;50;4;3;3;3;1;0;6;3;1;26;3;2;176;17;2;2
37;1710;1479;0;35;0;60;4;4;3;3;1;0;8;1;1;23;-1;3;181;14;2;0
50;414;414;0;0;1;250;4;3;3;3;1;1;4;3;2;39;1;3;182;17;2;2
63;72;650;0;439;0;0;4;4;1;2;1;0;4;3;1;28;3;2;185;18;2;2
72;913;1092;0;11;0;0;4;3;3;3;1;0;8;4;1;24;3;3;199;16;2;1
59;163;270;0;26;0;20;4;2;3;3;1;0;4;3;1;23;-1;3;187;15;2;2
69;1581;1581;0;0;0;700;4;3;3;3;1;1;4;3;2;42;1;2;204;10;2;0
49;1092;1710;0;44;0;90;4;2;3;3;1;2;4;3;2;38;1;3;202;10;2;2
62;225;1246;1;490;0;12;4;2;3;3;1;0;4;1;1;26;3;2;212;11;2;0
67;815;1104;0;32;0;50;4;3;1;2;1;0;4;3;1;25;3;2;213;18;2;2
44;183;1075;1;43;0;150;4;3;3;3;1;0;4;3;1;25;5;2;218;13;2;2
62;414;414;0;0;0;100;4;3;3;3;1;1;4;3;2;41;1;3;221;16;2;0
51;523;523;0;0;0;80;4;2;3;3;1;0;5;3;1;25;5;2;224;11;2;1
27;868;927;0;26;0;160;3;3;3;3;1;0;6;3;1;23;-1;2;226;19;2;1
64;209;414;0;160;0;25;4;2;3;3;1;2;4;4;2;40;1;2;226;17;2;0
66;489;219;0;8;0;50;4;3;3;3;1;0;4;3;1;25;5;3;221;12;2;1
43;1204;1581;0;10;0;100;3;2;3;3;1;0;6;3;1;26;-1;3;231;11;2;0
48;83;47;0;526;0;25;4;2;3;3;1;0;4;3;1;20;0;3;222;18;2;2
79;1102;1981;0;4;0;300;4;3;3;1;1;1;4;3;2;41;3;2;246;10;3;2
40;73;362;0;740;0;300;4;3;3;3;1;1;4;4;2;42;1;2;258;15;3;0
27;289;916;1;153;0;20;3;2;0;1;1;0;4;1;1;26;2;2;257;15;3;0
