pph age;pph altitude;ac altitude;different relief ac pph;pph distance;PPH SEXE;PPH NB HEURES PRATIQUE;AC EXPERIENCEmoins d'un an 1 : 1/2 : 1 Ã  2 ans2/4 : 2 Ã  4 ans4 : plus de 4 anscase grisÃ©e : sans objet;AC FREQUEE;AC BREVET VOL VOL LIBRE;AC NIVEAU PROGRESSION VOL LIBRE;AC ECOLE VOL LIBRE;AC 0 BI VOL LIBRE;AC TYPE VOL VOL LIBRE;AC SITE CONNAISSAE VOL LIBRE;AC TYPE AILE VOL LIBRE;AC SURFACE AILE;AC AILE HOMOLOGATION PARAPENTE;AC SELLETTE PROTECTION PARAPENTE;AC NOMBRE DE JOUR DEPUIS LE D2BUT DE l'ANNEE;AC HEURE;Saison;AC ETAT ASSURE
35;53;968;1;208;0;42;4;3;2;2;1;0;4;3;1;24;-1;2;132;10;1;2
43;618;47;0;551;0;30;4;4;2;1;1;0;4;3;1;25;0;3;133;14;1;2
39;729;47;0;713;0;100;2;3;0;2;1;0;4;1;1;22;3;3;143;17;1;0
25;1278;1092;0;28;0;0;1;3;0;1;1;0;5;4;1;18;2;1;163;10;2;0
28;220;1275;1;56;0;57;3;3;0;3;1;0;6;4;1;25;-1;2;164;11;2;2
57;430;430;0;0;0;10;1;2;1;1;1;0;1;4;1;28;2;2;151;19;2;0
29;913;913;0;0;0;300;4;3;3;3;1;0;9;4;1;18;0;3;172;16;2;2
40;230;658;0;28;0;0;1;3;1;1;1;0;4;3;1;26;2;2;176;10;2;2
29;1201;1123;0;228;0;105;3;2;3;3;1;0;8;3;1;21;5;3;176;13;2;0
57;568;316;0;5;0;15;4;2;1;3;1;0;4;3;1;28;3;2;139;15;1;2
66;73;1092;1;384;0;60;4;4;2;3;1;0;6;4;1;25;3;2;182;17;2;1
42;141;913;1;336;0;100;4;3;2;2;1;0;4;4;1;26;3;3;189;10;2;2
55;414;1162;1;258;0;80;3;4;0;3;1;0;4;3;1;26;-1;3;191;18;2;2
20;522;1092;1;160;1;10;1;4;0;1;1;0;4;2;1;21;2;3;199;11;2;1
49;778;778;0;0;0;200;4;3;3;3;1;0;4;4;1;24;-1;3;206;19;2;2
30;1149;1149;0;0;1;0;1;3;0;1;1;0;4;4;1;24;2;3;200;19;2;2
48;190;414;0;236;0;50;4;2;3;3;1;0;4;3;1;25;3;3;213;20;2;2
60;364;949;1;337;0;10;4;2;3;1;1;0;5;3;1;25;3;2;221;12;2;2
29;442;778;0;14;0;200;4;3;3;3;1;0;4;3;1;22;5;3;221;18;2;0
71;142;1143;1;594;1;50;4;3;3;3;1;0;4;4;1;23;3;2;222;13;2;1
53;550;993;1;259;1;50;4;2;3;3;1;0;4;1;1;25;3;2;225;16;2;1
19;228;414;0;156;0;0;2;3;1;2;1;0;4;4;1;23;2;3;221;19;2;1
30;1284;1776;0;112;1;200;4;3;3;3;1;0;6;3;1;21;3;2;228;14;2;2
55;450;1931;1;28;0;50;4;2;3;3;1;0;4;0;1;25;3;2;220;15;2;2
55;1710;1710;0;0;0;140;4;3;3;3;1;0;4;3;1;22;3;3;241;19;2;1
32;746;927;1;19;0;30;3;2;1;1;1;0;4;4;1;25;3;2;240;10;2;2
36;596;1379;1;135;0;20;3;2;3;3;1;0;2;1;1;24;3;3;248;15;3;2
44;612;369;0;95;0;10;4;4;2;3;1;0;4;4;1;26;3;2;247;18;3;2
20;683;1519;1;9;1;0;2;4;0;1;1;0;4;1;1;23;2;2;253;9;3;0
44;194;784;0;16;0;20;1;3;2;2;1;0;4;4;1;26;2;2;252;16;3;2
30;345;464;0;9;1;0;1;2;1;3;1;0;4;4;1;25;2;2;260;10;3;2
73;125;1001;1;634;0;15;4;4;3;3;1;0;6;4;1;25;3;3;265;14;3;1
35;100;1204;1;288;0;80;4;3;3;3;1;0;4;3;1;23;3;3;273;15;3;2
57;51;1443;1;1769;1;150;4;3;3;3;1;0;8;1;1;23;2;2;278;12;3;1
29;1757;2621;0;238;0;300;4;4;3;3;1;0;8;3;1;22;0;3;224;10;2;0
65;128;42;0;9;0;81;4;2;2;2;1;0;4;3;1;25;0;2;286;18;3;2
37;152;588;0;570;0;20;1;2;0;1;1;0;5;2;1;24;2;2;297;17;3;1
62;99;165;0;297;1;50;4;3;2;3;1;0;4;3;1;25;0;2;300;17;3;2
58;84;913;1;446;0;20;2;4;0;1;1;0;4;4;1;24;2;2;300;17;3;1
34;22;135;0;50;0;22;4;3;3;3;1;0;4;3;1;23;-1;3;317;16;3;0
28;243;1379;1;40;1;12;2;2;0;2;1;0;5;3;1;19;3;1;323;14;3;1
54;37;341;0;9774;0;30;4;3;3;3;1;2;4;3;2;31;1;3;101;18;1;0
55;385;1278;1;14;0;100;4;3;3;3;1;1;4;3;2;40;3;2;123;19;1;0
36;1279;1931;0;18;0;200;4;3;3;3;1;1;4;3;2;42;1;2;187;10;2;0
59;1379;511;1;12;0;54;4;2;3;3;1;2;4;3;2;38;3;2;192;15;2;0
43;1246;1581;0;9;0;200;4;3;3;3;1;1;4;3;2;42;2;2;204;15;2;0
41;1279;1092;0;11;0;300;4;3;3;3;1;1;4;3;2;42;2;3;214;16;2;0
47;1373;1373;0;0;0;200;4;3;3;3;1;1;4;3;2;41;3;2;223;16;2;0
62;522;905;1;4;0;90;4;3;3;3;1;1;4;4;2;42;3;2;222;13;2;0
52;395;626;0;9;0;45;3;2;3;3;1;2;4;3;2;42;2;2;223;13;2;2
56;385;237;0;37;0;150;4;3;3;3;1;1;4;4;2;42;1;1;227;11;2;1
47;781;781;0;0;0;50;4;2;3;3;1;2;4;3;2;39;3;2;230;18;2;0
60;19;414;0;92;0;150;4;4;3;3;1;1;4;3;2;42;3;2;232;15;2;0
54;157;44;0;66;0;25;4;4;3;3;1;2;2;1;2;42;3;3;243;11;3;0
55;445;911;1;257;0;100;4;4;3;3;1;1;4;3;2;42;1;3;240;11;2;0
70;148;504;0;18;0;80;4;3;3;3;1;2;4;3;2;42;1;3;257;17;3;0
73;877;18;1;31;0;40;4;2;3;3;1;2;4;4;2;42;1;3;321;8;3;1
50;230;1229;1;22;0;100;4;3;3;3;1;1;4;3;2;41;3;2;361;11;3;0
52;86;301;0;44;0;85;4;2;3;3;1;2;7;3;2;42;1;2;120;14;1;0
43;440;633;0;25;0;175;4;3;3;3;1;1;4;3;2;42;1;3;143;15;1;0
42;450;1092;1;13;0;200;4;3;3;3;1;1;4;3;2;42;3;2;193;14;2;0
42;415;905;1;5;0;150;4;3;3;3;1;1;4;3;2;41;1;2;193;14;2;0
44;1906;1906;0;0;0;500;4;3;3;3;1;1;4;3;2;42;2;2;197;10;2;0
47;1210;1757;0;25;1;200;4;3;3;3;1;1;4;3;2;39;3;3;202;8;2;1
69;414;414;0;0;0;100;4;3;3;3;1;1;4;3;2;38;1;2;219;19;2;0
46;585;905;1;8;0;150;4;3;3;3;1;1;4;3;2;41;3;2;228;17;2;0
46;585;905;1;8;0;150;4;3;3;3;1;1;4;3;2;41;3;2;239;13;2;0
50;1757;1757;0;0;0;100;4;3;3;3;1;1;4;4;2;42;1;2;271;11;3;0
60;965;965;0;0;0;150;4;3;3;3;1;1;4;4;2;42;1;3;327;12;3;1
39;295;1552;1;26;0;100;4;3;3;3;1;1;7;3;2;42;1;3;42;14;0;1
57;27;47;0;11;0;120;4;3;3;3;1;1;4;3;2;31;0;2;144;16;1;0
50;243;243;0;0;0;100;4;3;3;3;1;1;4;4;2;38;3;2;218;18;2;1
45;1362;1893;0;18;0;200;4;3;3;3;1;1;4;3;2;41;3;2;224;9;2;0
47;238;1061;1;140;0;50;4;3;3;3;1;1;4;4;2;40;3;3;230;14;2;1
58;1148;1148;0;0;0;200;4;3;3;3;1;1;4;3;2;40;1;2;229;11;2;0
52;51;927;1;476;0;1600;4;3;3;3;1;1;4;3;2;42;1;2;238;9;2;0
41;1102;1981;0;4;0;200;4;3;3;3;1;1;4;3;2;42;1;3;239;12;2;1
48;819;237;1;31;0;300;4;3;3;3;1;1;4;3;2;41;1;2;232;13;2;0
49;1216;1216;0;0;0;100;4;4;3;3;1;1;5;3;2;41;1;2;59;11;1;0
52;1362;1362;0;0;0;100;4;3;3;3;1;1;4;4;2;41;1;3;60;15;1;1
59;396;362;0;208;0;200;4;3;3;3;1;1;4;2;2;42;3;2;86;17;1;0
36;1931;913;0;30;0;200;4;3;3;3;1;1;4;3;2;42;3;2;190;12;2;0
37;1710;1710;0;0;0;60;4;3;3;3;1;1;4;3;2;39;3;2;190;14;2;0
51;1246;1092;0;42;0;120;4;3;3;3;1;1;4;3;2;42;3;3;205;13;2;1
50;414;414;0;0;1;250;4;3;3;3;1;1;4;3;2;39;1;3;210;18;2;1
52;28;647;0;460;0;100;4;3;3;3;1;2;4;4;2;39;2;2;225;18;2;0
52;51;927;1;476;0;1600;4;3;3;3;1;1;4;3;2;42;3;2;233;11;2;1
60;617;1102;1;285;0;150;4;4;3;3;1;1;4;4;2;38;3;2;237;15;2;0
57;95;244;0;240;0;25;3;2;1;1;1;0;4;2;1;26;3;2;237;16;2;1
44;1906;1906;0;0;0;500;4;3;3;3;1;1;4;3;2;42;1;2;230;18;2;0
52;51;927;1;476;0;1600;4;3;3;3;1;1;5;3;2;42;1;2;250;15;3;0
41;1279;1281;0;60;0;300;4;3;3;3;1;2;4;3;2;42;3;2;264;14;3;2
61;1162;39;1;1299;0;25;1;3;3;3;1;2;4;3;2;41;1;2;300;18;3;2
58;395;658;0;54;0;100;4;3;3;3;1;1;4;3;2;42;3;3;295;11;3;0
45;513;513;0;0;0;1000;4;3;3;3;1;1;4;3;2;42;1;2;298;17;3;0
47;781;911;1;15;0;50;4;2;3;3;1;2;4;3;2;38;1;2;295;16;3;0
60;553;744;0;11410;0;100;4;3;3;3;1;0;4;2;1;30;3;2;61;20;1;3
73;192;1379;1;91;0;110;4;4;1;2;1;0;4;4;1;99;3;2;107;13;1;3
41;229;1092;1;88;0;0;1;2;0;2;1;0;5;3;1;25;3;2;204;14;2;3
53;34;872;1;735;0;90;4;2;3;3;1;0;4;3;1;27;5;3;265;16;3;3
70;913;61;1;16524;0;300;4;3;3;1;1;0;6;4;1;24;1;3;341;17;3;3
65;316;647;0;28;0;30;4;3;2;2;1;0;4;3;1;28;3;3;126;14;1;3
37;189;911;1;101;0;30;3;2;1;1;1;0;4;4;1;25;0;2;158;14;2;3
35;207;1229;1;24;0;100;3;2;1;0;1;0;4;4;1;8;0;3;225;19;2;3
77;1666;1666;0;0;0;50;4;3;3;3;1;0;4;3;1;25;0;2;237;17;2;3
28;145;368;0;99;0;130;4;2;3;3;1;0;4;3;1;25;5;3;53;14;0;3
64;913;1092;0;11;0;30;4;4;0;2;1;0;6;3;1;25;0;2;200;18;2;3
35;43;1563;1;186;0;0;1;3;0;2;1;0;4;4;1;52;3;2;221;12;2;3
64;253;197;0;575;0;40;4;3;3;3;1;0;4;0;1;25;0;2;233;10;2;3
51;877;493;1;8929;0;30;3;2;2;2;1;0;4;0;1;25;0;2;257;14;3;3
44;2;135;0;56;0;28;4;2;2;2;1;0;4;3;1;25;3;2;202;15;2;3
56;1373;2188;0;84;0;150;4;3;3;3;1;0;6;0;1;25;-1;2;248;15;3;3
82;149;77;0;19;0;44;4;3;1;0;1;0;4;3;1;21;3;2;144;17;1;0
51;1229;1092;0;107;0;10;4;4;3;3;1;1;4;3;2;44;1;3;213;16;2;0
33;1116;913;0;591;0;350;4;3;3;3;1;1;4;3;2;41;3;3;214;16;2;0
53;450;450;0;0;0;37;4;2;3;3;1;0;4;4;1;24;-1;1;61;14;1;0
58;482;482;0;0;0;10;4;2;1;2;1;0;4;3;1;26;2;2;134;19;1;0
54;1710;1373;0;16;0;150;4;3;3;3;1;1;4;3;2;40;3;2;200;10;2;1
56;37;57;0;18;0;30;3;4;0;3;1;0;4;4;1;26;2;2;233;16;2;0
50;965;965;0;0;0;300;4;3;3;3;1;1;4;3;2;42;1;3;10;9;0;1
45;6;6;0;0;0;200;4;3;3;3;1;1;4;3;2;42;1;2;149;16;1;0
70;877;965;0;28;0;80;4;2;3;3;1;0;4;3;1;26;-1;3;253;11;3;1
50;1981;1379;0;31;0;50;4;3;3;3;1;1;4;3;2;40;3;3;131;13;1;1
56;141;47;0;816;0;30;4;2;3;3;1;0;4;3;1;30;0;3;149;21;1;1
75;1779;326;1;28;0;0;4;2;3;3;1;0;6;3;1;28;3;2;152;17;2;2
60;254;254;0;0;0;30;4;3;3;3;1;0;2;4;1;24;3;2;209;10;2;2
46;965;965;0;0;0;100;4;3;3;3;1;0;6;3;1;25;5;3;218;17;2;0
49;77;2377;1;761;1;40;4;4;0;2;1;0;5;2;1;25;2;2;151;19;2;2
65;54;54;0;0;0;80;4;3;3;3;1;0;4;3;1;25;-1;3;152;16;2;1
25;430;391;0;6;0;0;2;3;0;1;1;0;4;4;1;28;2;2;151;14;2;2
37;1931;913;0;30;0;500;4;3;3;3;1;1;4;3;2;42;3;3;299;16;3;0
33;436;1893;1;69;0;147;4;3;3;3;1;0;5;1;1;14;5;1;275;12;3;1
28;445;1246;1;13;1;10;2;2;1;2;1;0;4;4;1;25;2;4;147;13;1;2
66;436;296;0;27;0;50;3;3;2;2;1;0;4;1;1;25;3;2;171;15;2;1
24;414;414;0;0;0;100;3;3;2;1;1;0;4;3;1;25;3;3;167;15;2;0
63;385;1931;1;265;0;20;4;3;3;3;1;0;6;4;1;24;5;3;175;13;2;2
42;450;450;0;0;0;200;4;3;3;3;1;0;5;4;1;24;3;1;114;17;1;2
30;233;1040;1;242;1;35;1;2;0;1;1;0;4;1;1;24;2;2;151;10;2;1
50;208;1267;1;16;0;300;4;3;3;3;1;1;4;3;2;40;3;2;296;12;3;1
62;26;438;0;30;0;15;4;3;1;2;1;0;4;4;1;26;3;2;144;17;1;1
65;311;800;0;83;0;50;3;3;2;2;1;0;4;4;1;21;3;2;215;19;2;2
50;215;576;0;12;0;68;4;2;3;3;1;2;4;4;2;42;1;2;201;14;2;0
24;464;451;0;195;1;30;2;2;1;2;1;0;4;1;1;23;3;2;243;18;3;2
46;1362;1362;0;0;0;70;4;2;3;3;1;2;4;3;2;39;1;2;139;11;1;0
55;488;763;0;86;0;50;4;2;3;0;1;2;4;2;2;42;3;2;152;17;2;0
59;450;508;0;12;0;78;4;3;3;3;1;2;4;3;2;42;3;2;158;15;2;0
57;3;402;0;30;0;28;4;2;3;3;1;2;4;3;2;42;0;2;166;11;2;0
31;1531;1779;0;34;0;250;4;3;3;3;1;1;4;3;2;43;3;2;212;13;2;0
51;414;414;0;0;0;150;4;3;3;3;1;1;4;3;2;31;0;1;216;17;2;0
39;148;433;0;18;0;25;4;2;3;3;1;2;4;3;2;42;1;2;221;16;2;0
49;1060;57;1;903;0;140;4;3;3;3;1;1;4;2;2;41;1;4;252;16;3;2
49;1013;1757;0;222;0;170;2;3;3;3;1;2;5;2;2;41;1;3;258;15;3;1
23;450;652;0;8953;0;250;4;3;3;3;1;2;5;3;2;42;1;2;344;8;3;0
48;293;293;0;0;0;30;4;2;3;3;1;2;4;3;2;42;1;3;204;17;2;0
33;168;43;0;11;0;10;2;2;0;1;1;0;4;4;1;26;3;2;357;17;3;2
43;158;158;0;0;0;230;1;3;0;2;1;0;4;4;1;23;3;2;349;13;3;2
69;29;602;0;117;0;45;4;3;2;2;1;0;4;4;1;25;3;3;11;14;0;0
61;126;948;1;8778;0;20;4;3;2;2;1;0;5;4;1;26;3;2;31;12;0;1
57;1107;1107;0;0;0;300;4;3;3;3;1;1;7;3;2;42;1;3;66;11;1;1
38;1279;1931;0;18;1;90;4;4;3;3;1;0;8;4;1;23;3;3;215;15;2;1
52;144;0;0;4846;0;90;3;2;1;2;1;0;5;3;1;25;3;2;81;12;1;0
49;84;1858;1;513;0;60;3;4;2;2;1;0;7;4;1;25;2;3;81;16;1;2
56;14;17;0;25;0;10;2;3;0;1;1;0;4;3;1;18;2;2;83;12;1;1
33;401;778;0;11;0;150;4;3;3;3;1;0;9;3;1;25;0;2;97;16;1;3
30;1085;293;1;278;0;150;4;3;3;3;1;2;4;3;2;42;3;2;106;16;1;1
31;450;265;0;202;0;40;1;2;1;2;1;0;4;1;1;26;2;2;130;14;1;2
30;1616;911;0;131;0;10;3;2;1;2;1;0;5;4;1;21;3;2;131;19;1;2
68;147;135;0;78;0;10;4;2;2;3;1;0;4;3;1;24;-1;3;138;17;1;0
58;146;135;0;68;0;10;3;3;0;2;1;0;4;1;1;26;2;3;138;17;1;1
42;24;913;1;731;0;200;3;4;0;1;1;0;4;4;1;24;3;3;146;12;1;1
22;21;135;0;67;0;100;1;2;1;1;1;0;4;4;1;23;2;3;153;15;2;0
28;181;328;0;7;1;80;3;3;3;3;1;0;4;3;1;23;3;3;152;16;2;2
48;185;1013;1;35;1;40;4;3;3;3;1;0;8;3;1;25;3;2;166;12;2;2
26;1719;47;1;626;0;300;4;3;3;3;1;0;9;3;1;20;5;2;170;16;2;1
73;52;414;0;76;0;10;4;2;2;3;1;0;6;3;1;25;3;2;173;16;2;2
66;314;458;0;35;1;5;4;2;3;2;1;0;8;3;1;22;-1;2;181;11;2;2
63;134;1362;1;464;0;40;4;2;3;3;1;0;6;3;1;22;-1;2;179;14;2;2
66;132;561;0;795;0;0;3;2;2;2;1;0;5;2;1;24;3;2;179;15;2;2
55;36;1581;1;453;0;50;4;4;2;1;1;0;4;3;1;26;2;3;196;12;2;1
67;209;432;0;58;0;10;2;2;1;1;1;0;4;3;1;27;2;3;198;12;2;2
56;56;717;0;548;0;30;4;4;2;2;1;0;5;4;1;27;5;2;210;15;2;2
56;208;965;1;10;0;20;4;3;0;2;1;0;4;3;1;25;3;2;220;13;2;2
48;1737;1737;0;0;0;300;4;3;3;3;1;0;5;3;1;19;3;1;237;15;2;2
69;664;1061;1;14;0;15;4;3;1;2;1;0;4;3;1;24;3;2;244;11;3;1
37;1572;126;1;6744;0;50;4;3;3;3;1;0;4;4;1;22;0;3;250;13;3;1
69;78;927;1;438;0;25;4;4;3;3;1;0;4;3;1;24;3;2;256;17;3;2
69;111;750;0;229;0;50;4;2;3;3;1;0;4;3;1;33;-1;3;258;16;3;2
57;33;784;0;672;0;30;4;4;2;2;1;0;4;4;1;27;3;3;169;17;2;2
34;1022;508;1;16;0;0;3;2;2;2;1;0;4;3;1;24;3;3;286;18;3;2
36;612;612;0;0;0;30;3;3;0;1;1;0;4;4;1;25;2;2;336;13;3;2
58;33;141;0;23;1;20;3;2;2;2;1;0;4;3;1;25;3;2;33;16;0;0
65;88;235;0;8773;0;30;3;4;2;1;1;0;4;3;1;27;3;2;40;14;0;1
52;90;1757;1;321;0;25;4;3;2;2;1;0;4;3;1;19;3;1;44;15;0;0
54;44;61;0;224;0;50;2;4;0;1;1;0;4;1;1;28;2;2;82;16;1;0
43;66;58;0;23;0;70;4;3;3;3;1;0;4;3;1;23;5;3;84;19;1;1
26;796;778;0;11;0;150;3;3;0;2;1;0;4;3;1;15;0;3;97;17;1;0
43;16;171;0;33;0;30;3;2;2;1;1;0;4;3;1;26;2;3;108;16;1;1
32;220;47;0;548;0;30;2;2;1;2;1;0;1;2;1;26;3;3;116;13;1;0
57;66;431;0;108;1;80;3;3;1;2;1;0;4;4;1;22;3;2;111;17;1;2
46;86;164;0;83;1;11;2;4;1;1;1;0;4;1;1;23;3;2;131;16;1;2
28;489;201;0;14;0;0;1;2;1;1;1;0;4;4;1;25;2;2;134;18;1;2
37;436;1278;1;12;0;50;3;3;1;1;1;0;4;3;1;26;2;2;142;20;1;0
36;87;328;0;43;0;167;3;3;3;2;1;0;4;3;1;24;5;3;142;14;1;2
44;571;518;0;26;0;5;4;3;3;3;1;0;4;4;1;26;3;2;151;15;2;1
52;157;626;0;25;0;35;3;2;1;1;1;0;4;3;1;26;2;3;152;17;2;1
49;207;1013;1;144;0;15;2;4;0;1;1;0;4;3;1;26;2;2;257;11;3;1
67;1282;927;0;72;0;0;4;4;3;3;1;0;6;4;1;25;3;2;169;12;2;1
65;207;927;1;338;0;75;3;3;2;2;1;0;8;3;1;27;3;2;167;11;2;0
63;295;1379;1;8;1;10;4;2;3;3;1;0;4;3;1;22;3;2;178;16;2;2
48;294;167;0;184;1;35;4;3;3;3;1;0;4;4;1;26;-1;3;186;17;2;1
66;520;277;0;22;0;50;3;3;1;2;1;0;4;3;1;25;0;1;190;16;2;2
60;25;17;0;28;0;15;4;2;3;3;1;0;4;4;1;26;3;2;196;20;2;1
73;1545;1545;0;0;0;60;4;3;3;3;1;0;4;3;1;26;3;3;196;17;2;2
49;464;464;0;0;0;300;3;2;2;2;1;0;4;4;1;24;3;2;203;12;2;2
44;129;193;0;11;0;40;3;3;3;3;1;0;4;3;1;22;3;3;203;19;2;1
60;737;1757;1;259;0;80;4;3;3;3;1;1;4;3;2;42;3;3;217;11;2;0
23;202;798;0;165;0;10;2;3;0;1;1;0;5;3;1;26;3;2;227;11;2;0
43;144;1931;1;478;0;12;4;4;0;2;1;0;4;1;1;25;3;2;225;13;2;2
44;44;1931;1;458;0;10;4;4;1;2;1;0;5;1;1;24;3;3;225;15;2;1
36;47;497;0;327;0;200;4;3;3;3;1;0;6;3;1;25;3;3;236;14;2;0
22;1092;1092;0;0;1;20;2;2;0;1;1;0;4;2;1;25;2;2;238;13;2;1
64;202;1123;1;312;0;10;4;3;2;2;1;0;4;2;1;30;3;3;242;11;2;0
47;105;826;1;400;0;13;4;4;2;3;1;0;4;4;1;23;3;2;230;15;2;1
57;767;767;0;0;0;20;3;2;0;1;1;0;7;4;1;21;1;3;237;16;2;2
43;90;1710;1;289;0;60;2;2;1;1;1;0;4;4;1;25;2;2;254;12;3;0
70;141;626;0;46;0;50;4;3;3;3;1;0;7;3;1;26;5;3;241;14;2;2
52;573;1162;1;188;0;40;4;2;2;3;1;0;6;4;1;27;-1;3;255;16;3;1
33;913;1418;0;6080;0;500;4;3;3;3;1;0;9;3;1;23;5;3;282;16;3;2
61;243;370;0;1359;0;60;4;2;2;2;1;0;4;1;1;26;-1;3;327;12;3;2
46;145;244;0;93;0;20;3;2;0;0;1;0;4;1;1;23;2;2;329;12;3;0
42;1719;27;1;160;0;100;3;3;1;2;1;0;4;3;1;28;2;3;328;16;3;2
63;217;784;0;8;0;45;4;2;2;3;1;0;4;3;1;24;3;3;336;11;3;1
45;767;767;0;0;0;30;3;2;3;3;1;0;1;3;1;21;3;1;341;15;3;2
44;258;1143;1;92;0;30;4;4;2;2;1;0;5;1;1;27;3;3;362;14;3;2
64;54;165;0;35;0;30;3;2;0;2;1;0;4;4;1;31;2;3;2;13;0;1
53;508;508;0;0;0;35;4;2;3;3;1;0;5;3;1;22;3;1;8;16;0;2
70;11;4;0;24;0;40;4;3;2;2;1;0;4;3;1;26;-1;2;5;13;0;2
44;450;1092;1;13;1;15;3;3;0;2;1;0;4;3;1;21;2;2;246;18;3;0
45;222;1545;1;51;0;30;4;3;3;3;1;0;5;3;1;25;-1;2;45;17;0;2
32;54;133;0;37;0;6;1;3;0;0;1;0;4;4;1;26;2;3;66;11;1;1
44;20;98;0;886;0;80;4;3;3;3;1;0;4;4;1;24;-1;2;70;15;1;0
50;22;596;0;50;0;85;2;2;1;1;1;0;4;3;1;23;3;3;70;17;1;1
54;42;47;0;54;0;50;3;4;1;2;1;0;4;3;1;26;3;1;74;18;1;1
34;102;1570;1;484;1;20;3;2;2;2;1;0;5;3;1;25;3;2;100;12;1;2
58;520;520;0;0;0;37;4;3;3;3;1;0;4;3;1;27;-1;3;133;12;1;2
61;77;23;0;80;0;100;4;3;3;3;1;0;4;3;1;23;-1;2;144;17;1;0
37;767;767;0;0;0;60;3;2;2;2;1;0;5;4;1;23;2;2;151;11;1;1
39;714;701;0;36;0;50;4;2;3;3;1;0;4;3;1;31;-1;3;151;20;1;2
28;436;516;0;47;0;27;1;3;0;1;1;0;4;2;1;28;2;2;141;17;1;0
54;70;16;0;42;1;5;2;3;1;1;1;0;4;2;1;28;2;3;154;17;2;1
26;319;642;0;19;0;50;2;2;1;1;1;0;4;3;1;21;3;2;165;15;2;1
57;33;778;0;419;0;30;4;3;2;2;1;0;4;4;1;27;3;3;179;16;2;2
34;1373;561;1;38;0;8;2;4;0;1;1;0;4;2;1;25;2;3;185;11;2;0
45;216;133;0;31;0;50;3;3;2;2;1;0;4;4;1;27;3;3;189;10;2;0
40;414;1123;1;101;0;50;4;2;3;3;1;0;6;1;1;22;3;2;177;14;2;2
30;965;965;0;0;0;25;3;2;0;2;1;0;6;3;1;23;-1;3;195;12;2;2
25;161;232;0;430;0;150;2;2;2;2;1;0;4;2;1;24;3;2;194;21;2;0
65;153;1851;1;197;0;63;3;2;3;2;1;0;4;3;1;24;3;3;204;14;2;2
48;33;235;0;449;0;35;2;2;2;2;1;0;4;4;1;28;2;3;202;17;2;2
41;1616;1616;0;0;0;50;4;4;2;2;1;0;1;3;1;23;2;1;208;18;2;1
25;243;450;0;417;0;100;3;3;1;3;1;0;6;3;1;19;3;2;211;14;2;2
38;811;585;1;294;0;50;4;2;1;2;1;0;4;1;1;28;3;3;226;15;2;2
64;376;1162;1;85;0;20;4;2;0;2;1;0;4;3;1;25;2;2;235;16;2;2
56;350;892;1;36;0;20;4;4;0;2;1;0;4;4;1;28;2;2;239;15;2;2
44;118;47;0;380;0;80;3;4;2;2;1;0;4;4;1;16;-1;1;250;18;3;2
45;58;1330;1;163;0;60;4;4;2;2;1;0;4;2;1;25;3;2;221;18;2;2
38;1210;1379;0;88;0;100;4;3;3;3;1;2;4;3;2;42;3;1;281;9;3;1
32;220;1379;1;21;0;19;3;2;2;2;1;0;1;4;1;18;3;2;284;14;3;1
52;326;1204;1;24;0;30;4;4;3;3;1;0;4;3;1;24;5;3;239;14;2;1
29;33;10;0;1458;0;0;1;4;1;2;1;0;4;1;1;25;0;2;315;13;3;2
56;219;219;0;0;0;15;3;2;1;1;1;0;4;3;1;26;3;2;228;18;2;1
65;414;414;0;0;0;40;1;3;0;1;1;0;4;3;1;22;2;2;266;17;3;2
26;913;913;0;0;0;150;4;3;3;3;1;0;4;3;1;18;5;3;281;11;3;1
41;464;965;1;8798;0;150;4;3;3;3;1;1;4;3;1;21;5;3;27;12;0;2
61;97;293;0;156;0;20;4;3;1;2;1;0;4;4;1;21;3;2;352;15;3;2
36;586;772;0;15;1;15;2;3;1;1;1;0;4;3;1;24;2;2;82;15;1;0
40;1092;1479;0;19;0;43;3;2;2;2;1;0;6;1;1;24;3;2;91;14;1;2
41;145;432;0;76;0;60;3;2;0;2;1;0;4;3;1;24;3;3;113;15;1;1
33;306;563;0;201;0;0;3;3;0;1;1;0;4;3;1;25;2;3;145;18;1;1
33;44;1048;1;438;0;250;4;3;3;3;1;0;6;1;1;22;1;3;150;14;1;1
46;203;1621;1;802;0;0;1;4;1;1;1;0;4;1;1;24;3;2;151;11;2;2
46;784;784;0;0;0;25;4;2;2;3;1;0;4;4;1;25;3;3;162;12;2;2
47;8;586;0;247;0;20;4;4;1;2;1;0;4;4;1;25;2;3;164;18;2;2
30;215;1184;1;12;1;30;3;3;2;2;1;0;4;2;1;23;3;2;168;10;2;2
34;602;2170;1;5707;0;350;4;3;3;3;1;0;5;4;1;22;1;1;172;16;2;1
55;7;1581;1;606;0;33;3;2;2;2;1;0;4;4;1;28;3;3;191;12;2;1
47;159;170;0;72;1;200;3;3;1;2;1;0;4;3;1;26;2;3;191;16;2;1
47;39;1542;1;238;0;25;4;4;2;2;1;0;4;1;1;22;3;3;196;16;2;2
35;957;957;0;20;0;3;2;3;1;1;1;0;4;4;1;25;2;2;200;15;2;2
53;913;326;1;9;1;30;2;2;0;1;1;0;4;2;1;19;2;2;206;10;2;2
56;1849;1849;0;0;0;50;4;3;3;2;1;0;4;3;1;25;-1;2;194;16;2;0
